"TABLE_TYPE","dbms","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CONSTRAINT_TYPE","TABLE_SCHEMA1","TABLE_NAME1","COLUMN_NAME1"
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_61825_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_61825_C","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_61825_C","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_61825_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_61825_D","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_61825_D","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_72325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_72325","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_72325","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_72325_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_72325_A","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_72325_A","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDs_81325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDs_81325","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDs_81325","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_81325_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_81325_A","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS_81325_A","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS21225","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS21225","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS21225","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225A","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225A","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225B","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225B","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225C","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225C","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225D","warehouse_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TL_STDS225D","location_id","3","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvQty","TxID","1","bigint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvQty","part_id","2","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvQty","Qty","3","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvQty","warehouse_id","4","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvQty","location_id","5","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvVal","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvVal","qty","2","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvVal","Mat","3","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvVal","Lab","4","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvVal","Bur","5","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpInvVal","Svc","6","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGLCodes","MatGL","1","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGLCodes","LabGL","2","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGLCodes","BurGl","3","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGLCodes","ServGl","4","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGLCodes","PartID","5","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGlCodeUpd","MatGL","1","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGlCodeUpd","LabGL","2","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGlCodeUpd","BurGl","3","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGlCodeUpd","ServGl","4","float","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGlCodeUpd","PartID","5","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartGlCodeUpd2","PartID","1","nvarchar","255","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPartToDel","id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","vendor_id","1","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","purc_order_id","2","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","line_no","3","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","POStatus","4","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","service_id","5","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","part_id","6","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","gl_expense_acct_id","7","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","vendor_part_id","8","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","mfg_name","9","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","mfg_part_id","10","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","order_qty","11","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","total_received_qty","12","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","unit_price","13","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","purchase_um","14","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","fixed_charge","15","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","est_freight","16","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","department_id","17","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","commodity_code","18","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","product_code","19","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","desired_recv_date","20","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","promise_date","21","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","promise_ship_date","22","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","line_status","23","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","receiver_id","24","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","RcvLn","25","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","RcvrUnitPrice","26","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","landed_unit_price","27","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","serv_trans_id","28","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","RcvrFixedChg","29","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","invoice_id","30","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","invoiced_date","31","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","received_qty","32","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","rejected_qty","33","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","transaction_date","34","datetime","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","transaction_id","35","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","act_service_cost","36","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","act_burden_cost","37","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","act_freight","38","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","bad_qty","39","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","good_qty","40","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","TxServiceID","41","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","TxServPartID","42","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","unit_cost","43","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","DslBase","44","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","DslLot","45","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","DslSplit","46","nvarchar","3","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","DslSub","47","nvarchar","3","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","DslSeq","48","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpPOLines","TxVendor","49","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","vendor_id","1","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","Voucher","2","nvarchar","24","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","VoucherLnNo","3","bigint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","PurcOrderID","4","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","PoLn","5","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","unit_price","6","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","received_qty","7","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","fixedCharge","8","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","Amount","9","decimal","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","receiver_id","10","nvarchar","15","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","tmpRcvrClear","RcvrLineNo","11","smallint","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","ROWID","1","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","USER_ID","2","nvarchar","20","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","PROGRAM_ID","3","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","ID","4","nvarchar","15","PRIMARY KEY","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","BITMAP","5","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","POSITION","6","int","","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","TOOLTIP","7","nvarchar","40","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","EXECUTE_COMMAND","8","nvarchar","250","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","USE_KEY_IN_CMD_LINE","9","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","ADD_ENTRY_TO_TOOLBAR","10","nchar","1","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TOOLBAR","TOOLBAR_TYPE","11","nvarchar","10","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_CHLAB_102325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_CHLAB_102325A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_CHLAB_102325B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_CHLAB_102325C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_CHLAB_102325D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_CHLB_102325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FG_5625","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FG_5625_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FG_5625_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_10825","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_10825_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_10825_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_10825_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_111225","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_111925","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_111925_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_111925_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_11525","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_11525_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_11525_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_2525","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_2525_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_2525_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_2525_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_3525","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_3525_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_61025","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_61025_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_61025_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_72325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_72325_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_7925","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_7925_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_81325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_81325_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_FGA_81325_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_41525","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_41525_","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_41525_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_41525_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_42325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_42325_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_42325_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_42325_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_42325_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_42325_E","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_P3_42325_F","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_Plant1_102425","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_101525","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_101525_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_101525_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_101525_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_111225","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_111825","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_111825_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_111825_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_12125","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_12125_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_12125_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_12125_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_12125_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_21325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_21325_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_21325_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_21925","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_22025","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_E","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_F","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_G","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_H","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_I","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_31325_J","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_4925","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_4925_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_4925_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_4925_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_4925_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_4925_E","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_4925_F","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_51425","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_51425_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_51425_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_51425_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_62425","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_62425_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_62425_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_62425_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_72425","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_72425_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_72425_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_72425_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_72425_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_72425_E","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_72425_F","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_82025","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_82025_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_82025_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_92425","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_92425_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_92425_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM_92425A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM21925","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM21925_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM21925_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_RM21925_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_SS_101725","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_SS_102325","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_10825","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_10825_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_21225","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_21225_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_21225_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_21225_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_21225_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_22025","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_22025_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_22025_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_22025_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_22025_D","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_31225","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_31225_A","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_31225_B","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_31225_C","part_id","1","nvarchar","30","","","",""
"BASE TABLE","sqlserver","LIVE","dbo","TP_STDS_31225_D","part_id","1","nvarchar","30","","","",""
