equipment_id,line_id,equipment_type,equipment_name,measurement_date,availability_rate,performance_rate,quality_rate,oee_score,downtime_hours,created_date
52,15,Welding Station,Welding Station 15-3,2024-07-15,0.893,0.786,0.942,0.661,2.57,2024-07-15 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-07-22,0.925,0.827,0.963,0.737,1.8,2024-07-22 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-07-29,0.849,0.899,0.954,0.728,3.62,2024-07-29 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-08-05,0.828,0.83,0.974,0.669,4.13,2024-08-05 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-08-12,0.836,0.832,0.945,0.657,3.94,2024-08-12 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-08-19,0.956,0.776,0.988,0.733,1.06,2024-08-19 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-08-26,0.857,0.937,0.958,0.769,3.43,2024-08-26 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-09-02,0.932,0.925,0.964,0.831,1.63,2024-09-02 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-09-09,0.942,0.767,0.901,0.651,1.39,2024-09-09 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-09-16,0.955,0.761,0.981,0.713,1.08,2024-09-16 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-09-23,0.856,0.93,0.919,0.732,3.46,2024-09-23 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-09-30,0.827,0.793,0.98,0.643,4.15,2024-09-30 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-10-07,0.865,0.932,0.955,0.77,3.24,2024-10-07 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-10-14,0.949,0.845,0.967,0.775,1.22,2024-10-14 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-10-21,0.852,0.77,0.953,0.625,3.55,2024-10-21 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-10-28,0.962,0.78,0.939,0.705,0.91,2024-10-28 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-11-04,0.896,0.874,0.915,0.717,2.5,2024-11-04 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-11-11,0.899,0.844,0.993,0.753,2.42,2024-11-11 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-11-18,0.924,0.931,0.993,0.854,1.82,2024-11-18 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-11-25,0.919,0.779,0.942,0.674,1.94,2024-11-25 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-12-02,0.936,0.777,0.936,0.681,1.54,2024-12-02 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-12-09,0.868,0.784,0.902,0.614,3.17,2024-12-09 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-12-16,0.924,0.914,0.988,0.834,1.82,2024-12-16 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-12-23,0.905,0.786,0.985,0.701,2.28,2024-12-23 00:00:00
52,15,Welding Station,Welding Station 15-3,2024-12-30,0.975,0.939,0.954,0.873,0.6,2024-12-30 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-01-01,0.978,0.927,0.907,0.822,0.53,2024-01-01 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-01-08,0.824,0.81,0.937,0.625,4.22,2024-01-08 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-01-15,0.827,0.949,0.975,0.765,4.15,2024-01-15 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-01-22,0.92,0.942,0.93,0.806,1.92,2024-01-22 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-01-29,0.928,0.94,0.908,0.792,1.73,2024-01-29 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-02-05,0.909,0.91,0.902,0.746,2.18,2024-02-05 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-02-12,0.96,0.834,0.916,0.733,0.96,2024-02-12 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-02-19,0.953,0.788,0.927,0.696,1.13,2024-02-19 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-02-26,0.894,0.933,0.947,0.79,2.54,2024-02-26 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-03-04,0.963,0.76,0.923,0.676,0.89,2024-03-04 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-03-11,0.855,0.84,0.941,0.676,3.48,2024-03-11 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-03-18,0.807,0.9,0.972,0.706,4.63,2024-03-18 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-03-25,0.882,0.766,0.952,0.643,2.83,2024-03-25 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-04-01,0.824,0.946,0.959,0.748,4.22,2024-04-01 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-04-08,0.932,0.754,0.936,0.658,1.63,2024-04-08 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-04-15,0.963,0.826,0.903,0.718,0.89,2024-04-15 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-04-22,0.921,0.889,0.932,0.763,1.9,2024-04-22 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-04-29,0.945,0.921,0.974,0.848,1.32,2024-04-29 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-05-06,0.873,0.818,0.99,0.707,3.05,2024-05-06 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-05-13,0.929,0.86,0.946,0.756,1.7,2024-05-13 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-05-20,0.848,0.933,0.987,0.781,3.65,2024-05-20 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-05-27,0.815,0.883,0.93,0.669,4.44,2024-05-27 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-06-03,0.892,0.773,0.977,0.674,2.59,2024-06-03 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-06-10,0.945,0.771,0.907,0.661,1.32,2024-06-10 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-06-17,0.867,0.781,0.976,0.661,3.19,2024-06-17 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-06-24,0.94,0.923,0.901,0.782,1.44,2024-06-24 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-07-01,0.802,0.911,0.983,0.718,4.75,2024-07-01 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-07-08,0.911,0.781,0.959,0.682,2.14,2024-07-08 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-07-15,0.957,0.842,0.983,0.792,1.03,2024-07-15 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-07-22,0.942,0.771,0.912,0.662,1.39,2024-07-22 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-07-29,0.927,0.79,0.971,0.711,1.75,2024-07-29 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-08-05,0.815,0.768,0.99,0.62,4.44,2024-08-05 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-08-12,0.801,0.908,0.922,0.671,4.78,2024-08-12 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-08-19,0.809,0.766,0.93,0.576,4.58,2024-08-19 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-08-26,0.895,0.845,0.919,0.695,2.52,2024-08-26 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-09-02,0.978,0.871,0.918,0.782,0.53,2024-09-02 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-09-09,0.852,0.885,0.982,0.74,3.55,2024-09-09 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-09-16,0.811,0.787,0.901,0.575,4.54,2024-09-16 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-09-23,0.832,0.79,0.914,0.601,4.03,2024-09-23 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-09-30,0.898,0.945,0.966,0.82,2.45,2024-09-30 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-10-07,0.927,0.765,0.918,0.651,1.75,2024-10-07 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-10-14,0.858,0.948,0.915,0.744,3.41,2024-10-14 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-10-21,0.914,0.868,0.957,0.759,2.06,2024-10-21 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-10-28,0.891,0.807,0.941,0.677,2.62,2024-10-28 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-11-04,0.948,0.897,0.95,0.808,1.25,2024-11-04 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-11-11,0.918,0.944,0.924,0.801,1.97,2024-11-11 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-11-18,0.936,0.763,0.906,0.647,1.54,2024-11-18 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-11-25,0.862,0.897,0.959,0.742,3.31,2024-11-25 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-12-02,0.947,0.766,0.973,0.706,1.27,2024-12-02 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-12-09,0.929,0.752,0.971,0.678,1.7,2024-12-09 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-12-16,0.816,0.868,0.987,0.699,4.42,2024-12-16 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-12-23,0.865,0.886,0.964,0.739,3.24,2024-12-23 00:00:00
53,15,Laser Cutter,Laser Cutter 15-4,2024-12-30,0.812,0.802,0.98,0.638,4.51,2024-12-30 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-01-01,0.934,0.846,0.947,0.748,1.58,2024-01-01 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-01-08,0.937,0.813,0.995,0.758,1.51,2024-01-08 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-01-15,0.834,0.867,0.904,0.654,3.98,2024-01-15 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-01-22,0.864,0.843,0.944,0.688,3.26,2024-01-22 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-01-29,0.966,0.919,0.992,0.881,0.82,2024-01-29 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-02-05,0.883,0.93,0.943,0.774,2.81,2024-02-05 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-02-12,0.826,0.9,0.94,0.699,4.18,2024-02-12 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-02-19,0.804,0.778,0.93,0.582,4.7,2024-02-19 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-02-26,0.978,0.876,0.938,0.804,0.53,2024-02-26 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-03-04,0.803,0.908,0.963,0.702,4.73,2024-03-04 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-03-11,0.831,0.869,0.917,0.662,4.06,2024-03-11 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-03-18,0.817,0.828,0.914,0.618,4.39,2024-03-18 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-03-25,0.861,0.754,0.937,0.608,3.34,2024-03-25 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-04-01,0.855,0.941,0.952,0.766,3.48,2024-04-01 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-04-08,0.841,0.847,0.969,0.69,3.82,2024-04-08 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-04-15,0.878,0.939,0.915,0.754,2.93,2024-04-15 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-04-22,0.974,0.762,0.991,0.736,0.62,2024-04-22 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-04-29,0.812,0.815,0.945,0.625,4.51,2024-04-29 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-05-06,0.852,0.797,0.99,0.672,3.55,2024-05-06 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-05-13,0.945,0.833,0.901,0.709,1.32,2024-05-13 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-05-20,0.855,0.782,0.96,0.642,3.48,2024-05-20 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-05-27,0.923,0.836,0.912,0.704,1.85,2024-05-27 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-06-03,0.823,0.806,0.969,0.643,4.25,2024-06-03 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-06-10,0.945,0.923,0.935,0.816,1.32,2024-06-10 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-06-17,0.975,0.763,0.942,0.701,0.6,2024-06-17 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-06-24,0.875,0.792,0.931,0.645,3.0,2024-06-24 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-07-01,0.842,0.924,0.93,0.724,3.79,2024-07-01 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-07-08,0.965,0.945,0.975,0.889,0.84,2024-07-08 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-07-15,0.9,0.865,0.931,0.725,2.4,2024-07-15 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-07-22,0.835,0.775,0.931,0.602,3.96,2024-07-22 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-07-29,0.914,0.944,0.922,0.796,2.06,2024-07-29 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-08-05,0.907,0.797,0.978,0.707,2.23,2024-08-05 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-08-12,0.888,0.844,0.902,0.676,2.69,2024-08-12 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-08-19,0.892,0.769,0.971,0.666,2.59,2024-08-19 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-08-26,0.912,0.766,0.947,0.662,2.11,2024-08-26 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-09-02,0.908,0.928,0.991,0.835,2.21,2024-09-02 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-09-09,0.848,0.84,0.974,0.694,3.65,2024-09-09 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-09-16,0.942,0.805,0.914,0.693,1.39,2024-09-16 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-09-23,0.953,0.762,0.923,0.67,1.13,2024-09-23 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-09-30,0.914,0.815,0.978,0.729,2.06,2024-09-30 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-10-07,0.887,0.779,0.926,0.64,2.71,2024-10-07 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-10-14,0.858,0.947,0.957,0.778,3.41,2024-10-14 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-10-21,0.897,0.915,0.961,0.789,2.47,2024-10-21 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-10-28,0.972,0.87,0.911,0.77,0.67,2024-10-28 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-11-04,0.932,0.897,0.919,0.768,1.63,2024-11-04 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-11-11,0.944,0.806,0.975,0.742,1.34,2024-11-11 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-11-18,0.876,0.914,0.901,0.721,2.98,2024-11-18 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-11-25,0.847,0.779,0.902,0.595,3.67,2024-11-25 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-12-02,0.917,0.902,0.907,0.75,1.99,2024-12-02 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-12-09,0.884,0.932,0.914,0.753,2.78,2024-12-09 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-12-16,0.913,0.861,0.956,0.752,2.09,2024-12-16 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-12-23,0.937,0.772,0.926,0.67,1.51,2024-12-23 00:00:00
54,16,Laser Cutter,Laser Cutter 16-1,2024-12-30,0.85,0.891,0.943,0.714,3.6,2024-12-30 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-01-01,0.906,0.815,0.902,0.666,2.26,2024-01-01 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-01-08,0.809,0.815,0.945,0.623,4.58,2024-01-08 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-01-15,0.826,0.916,0.936,0.708,4.18,2024-01-15 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-01-22,0.805,0.837,0.931,0.627,4.68,2024-01-22 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-01-29,0.832,0.873,0.972,0.706,4.03,2024-01-29 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-02-05,0.916,0.815,0.972,0.726,2.02,2024-02-05 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-02-12,0.807,0.852,0.969,0.666,4.63,2024-02-12 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-02-19,0.928,0.849,0.988,0.778,1.73,2024-02-19 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-02-26,0.825,0.77,0.916,0.582,4.2,2024-02-26 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-03-04,0.928,0.768,0.934,0.666,1.73,2024-03-04 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-03-11,0.864,0.766,0.933,0.617,3.26,2024-03-11 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-03-18,0.813,0.83,0.906,0.611,4.49,2024-03-18 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-03-25,0.875,0.908,0.966,0.767,3.0,2024-03-25 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-04-01,0.899,0.768,0.92,0.635,2.42,2024-04-01 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-04-08,0.829,0.903,0.983,0.736,4.1,2024-04-08 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-04-15,0.841,0.761,0.965,0.618,3.82,2024-04-15 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-04-22,0.804,0.879,0.966,0.683,4.7,2024-04-22 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-04-29,0.886,0.758,0.972,0.653,2.74,2024-04-29 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-05-06,0.971,0.941,0.913,0.834,0.7,2024-05-06 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-05-13,0.858,0.828,0.96,0.682,3.41,2024-05-13 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-05-20,0.871,0.852,0.928,0.689,3.1,2024-05-20 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-05-27,0.804,0.893,0.939,0.674,4.7,2024-05-27 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-06-03,0.812,0.79,0.903,0.579,4.51,2024-06-03 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-06-10,0.841,0.848,0.933,0.665,3.82,2024-06-10 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-06-17,0.815,0.926,0.948,0.715,4.44,2024-06-17 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-06-24,0.949,0.829,0.914,0.719,1.22,2024-06-24 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-07-01,0.801,0.876,0.959,0.673,4.78,2024-07-01 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-07-08,0.848,0.825,0.937,0.656,3.65,2024-07-08 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-07-15,0.95,0.901,0.924,0.791,1.2,2024-07-15 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-07-22,0.835,0.93,0.937,0.728,3.96,2024-07-22 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-07-29,0.917,0.84,0.942,0.726,1.99,2024-07-29 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-08-05,0.974,0.884,0.973,0.838,0.62,2024-08-05 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-08-12,0.837,0.773,0.937,0.606,3.91,2024-08-12 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-08-19,0.819,0.937,0.92,0.706,4.34,2024-08-19 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-08-26,0.937,0.897,0.928,0.78,1.51,2024-08-26 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-09-02,0.924,0.793,0.956,0.7,1.82,2024-09-02 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-09-09,0.855,0.843,0.962,0.693,3.48,2024-09-09 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-09-16,0.841,0.928,0.98,0.765,3.82,2024-09-16 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-09-23,0.839,0.755,0.901,0.571,3.86,2024-09-23 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-09-30,0.949,0.922,0.92,0.805,1.22,2024-09-30 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-10-07,0.97,0.828,0.931,0.748,0.72,2024-10-07 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-10-14,0.977,0.87,0.916,0.779,0.55,2024-10-14 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-10-21,0.889,0.862,0.927,0.71,2.66,2024-10-21 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-10-28,0.978,0.921,0.924,0.832,0.53,2024-10-28 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-11-04,0.911,0.927,0.981,0.828,2.14,2024-11-04 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-11-11,0.911,0.921,0.99,0.831,2.14,2024-11-11 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-11-18,0.967,0.811,0.936,0.734,0.79,2024-11-18 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-11-25,0.902,0.782,0.905,0.638,2.35,2024-11-25 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-12-02,0.839,0.788,0.94,0.621,3.86,2024-12-02 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-12-09,0.958,0.765,0.94,0.689,1.01,2024-12-09 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-12-16,0.804,0.904,0.985,0.716,4.7,2024-12-16 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-12-23,0.854,0.803,0.988,0.678,3.5,2024-12-23 00:00:00
55,16,Robotic Arm,Robotic Arm 16-2,2024-12-30,0.96,0.91,0.919,0.803,0.96,2024-12-30 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-01-01,0.934,0.886,0.903,0.747,1.58,2024-01-01 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-01-08,0.968,0.845,0.901,0.737,0.77,2024-01-08 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-01-15,0.815,0.797,0.983,0.639,4.44,2024-01-15 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-01-22,0.904,0.861,0.926,0.721,2.3,2024-01-22 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-01-29,0.927,0.846,0.969,0.76,1.75,2024-01-29 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-02-05,0.828,0.763,0.964,0.609,4.13,2024-02-05 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-02-12,0.805,0.849,0.979,0.669,4.68,2024-02-12 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-02-19,0.874,0.945,0.955,0.789,3.02,2024-02-19 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-02-26,0.808,0.763,0.973,0.6,4.61,2024-02-26 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-03-04,0.851,0.806,0.946,0.649,3.58,2024-03-04 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-03-11,0.944,0.755,0.926,0.66,1.34,2024-03-11 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-03-18,0.957,0.797,0.943,0.719,1.03,2024-03-18 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-03-25,0.8,0.88,0.983,0.692,4.8,2024-03-25 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-04-01,0.95,0.837,0.99,0.787,1.2,2024-04-01 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-04-08,0.888,0.796,0.981,0.693,2.69,2024-04-08 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-04-15,0.809,0.823,0.957,0.637,4.58,2024-04-15 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-04-22,0.882,0.844,0.916,0.682,2.83,2024-04-22 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-04-29,0.919,0.824,0.952,0.721,1.94,2024-04-29 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-05-06,0.826,0.897,0.933,0.691,4.18,2024-05-06 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-05-13,0.831,0.83,0.944,0.651,4.06,2024-05-13 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-05-20,0.863,0.808,0.977,0.681,3.29,2024-05-20 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-05-27,0.935,0.849,0.952,0.756,1.56,2024-05-27 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-06-03,0.865,0.836,0.957,0.692,3.24,2024-06-03 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-06-10,0.959,0.817,0.934,0.732,0.98,2024-06-10 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-06-17,0.884,0.901,0.982,0.782,2.78,2024-06-17 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-06-24,0.83,0.759,0.948,0.597,4.08,2024-06-24 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-07-01,0.955,0.875,0.957,0.8,1.08,2024-07-01 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-07-08,0.897,0.916,0.915,0.752,2.47,2024-07-08 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-07-15,0.944,0.778,0.978,0.718,1.34,2024-07-15 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-07-22,0.837,0.889,0.908,0.676,3.91,2024-07-22 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-07-29,0.875,0.772,0.948,0.64,3.0,2024-07-29 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-08-05,0.808,0.771,0.9,0.561,4.61,2024-08-05 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-08-12,0.968,0.883,0.916,0.783,0.77,2024-08-12 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-08-19,0.841,0.892,0.932,0.699,3.82,2024-08-19 00:00:00
56,16,Quality Scanner,Quality Scanner 16-3,2024-08-26,0.821,0.896,0.976,0.718,4.3,2024-08-26 00:00:00
